name,location,city,state,ownership,rating,nirf_rank,courses_count,exams_accepted,tuition_fees,image_url,description
Tontadarya College of Engineering,"Gadag, Karnataka",Gadag,Karnataka,Private,1,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/tontadarya-college-of-engineering-tce-gadag.jpg,"Tontadarya College of Engineering is a Private College, located in Gadag, Karnataka. Tontadarya College of Engineering offers 2 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, MCA in multiple disciplines."
SECAB Institute of Engineering and Technology (SIET Bijapur),"Bijapur, Karnataka",Bijapur,Karnataka,Private,2.5,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/secab-institute-of-engineering-and-technology-secabiet-bijapur.jpg,"SECAB Institute of Engineering and Technology (SIET Bijapur) is a Private College, located in Bijapur, Karnataka. SECAB Institute of Engineering and Technology (SIET Bijapur) offers 1 courses at the Bachelors Levels such as Bachelor of Engineering in multiple disciplines."
"UBDT College of Engineering, [UBDTCE] Davanagere","Davangere, Karnataka",Davangere,Karnataka,Public,3.9,N/A,7 Courses,KCET,-/-,https://media.getmyuni.com/azure/college-image/small/ubdt-college-of-engineering-ubdtce-davanagere.jpg,"UBDT College of Engineering, [UBDTCE] Davanagere is a Public College, located in Davangere, Karnataka. UBDT College of Engineering, [UBDTCE] Davanagere offers 7 courses at the Bachelors, Masters, Doctorate Levels such as Bachelor of Engineering, MCA, ME, BTech, MBA, MTech, PhD in multiple disciplines."
"SCT Institute of Technology, [SCTIT] Bangalore","Bangalore, Karnataka",Bangalore,Karnataka,Private,N/A,N/A,3 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/sct-institute-of-technology-sctit-bangalore.jpg,"SCT Institute of Technology, [SCTIT] Bangalore is a Private College, located in Bangalore, Karnataka. SCT Institute of Technology, [SCTIT] Bangalore offers 3 courses at the Masters, Bachelors Levels such as MCA, BTech, MBA in multiple disciplines."
Indian Institution of Industrial Engineering,"Mumbai, Maharashtra",Mumbai,Maharashtra,Private,N/A,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/indian-institution-of-industrial-engineering-mumbai.jpg,"Indian Institution of Industrial Engineering is a Private College, located in Mumbai, Maharashtra. Indian Institution of Industrial Engineering offers 1 courses at the Bachelors Levels such as Bachelor of Engineering in multiple disciplines."
"Arihant Education Foundation, [AEF] Pune","Pune, Maharashtra",Pune,Maharashtra,Private,N/A,N/A,14 Courses,CAT,-/-,,"Arihant Education Foundation, [AEF] Pune is a Private College, located in Pune, Maharashtra. Arihant Education Foundation, [AEF] Pune offers 14 courses at the Bachelors, Masters, Postgraduate Diploma Levels such as BCA, MMM, MCA, MCM, BA, BCom, B.Ed, BSc, MBA, M.Com, MSc, PGD, MBS, MBM in multiple disciplines."
Laxminarayan Institute of Technology,"Nagpur, Maharashtra",Nagpur,Maharashtra,Public,3.8,N/A,2 Courses,MHT CET,-/-,,"Laxminarayan Institute of Technology is a Public College, located in Nagpur, Maharashtra. Laxminarayan Institute of Technology offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
"Sharad Institute of Technology, College of Engineering","Kolhapur, Maharashtra",Kolhapur,Maharashtra,Private,3.0,N/A,1 Courses,None,-/-,,"Sharad Institute of Technology, College of Engineering is a Private College, located in Kolhapur, Maharashtra. Sharad Institute of Technology, College of Engineering offers 1 courses at the Bachelors Levels such as Bachelor of Engineering in multiple disciplines."
"Yadavrao Tasgaonkar Institute of Engineering and Technology, Raigarh","Raigarh, Chhattisgarh",Raigarh,Chhattisgarh,Private,1.2,N/A,1 Courses,None,₹70 K,,"Yadavrao Tasgaonkar Institute of Engineering and Technology, Raigarh is a Private College, located in Raigarh, Chhattisgarh. Yadavrao Tasgaonkar Institute of Engineering and Technology, Raigarh offers 1 courses at the Masters Levels such as MMS in multiple disciplines."
"ASM Group of Institutes, Pune","Pune, Maharashtra",Pune,Maharashtra,Private,N/A,N/A,13 Courses,None,₹4.25 L,,"ASM Group of Institutes, Pune is a Private College, located in Pune, Maharashtra. ASM Group of Institutes, Pune offers 13 courses at the Bachelors, Masters, Postgraduate Diploma Levels such as BBA, BBM, BCA, MCA, BCom, BSc, MBA, MSc, BBS, PGD, MHRD, MBS, MFM in multiple disciplines."
"Sir M Visvesvaraya Institute of Management Studies and Research, Mumbai","Mumbai, Maharashtra",Mumbai,Maharashtra,Private,N/A,N/A,1 Courses,None,-/-,,"Sir M Visvesvaraya Institute of Management Studies and Research, Mumbai is a Private College, located in Mumbai, Maharashtra. Sir M Visvesvaraya Institute of Management Studies and Research, Mumbai offers 1 courses at the Masters Levels such as MMS in multiple disciplines."
"Genesis Institute of Business Management, [GIBM] Pune","Pune, Maharashtra",Pune,Maharashtra,Private,N/A,N/A,1 Courses,None,-/-,,"Genesis Institute of Business Management, [GIBM] Pune is a Private College, located in Pune, Maharashtra. Genesis Institute of Business Management, [GIBM] Pune offers 1 courses at the Postgraduate Diploma Levels such as PGDM in multiple disciplines."
"KJ Somaiya Institute of Engineering and Information Technology, [KJSIEIT] Mumbai","Mumbai, Maharashtra",Mumbai,Maharashtra,Private,3.8,N/A,2 Courses,None,-/-,,"KJ Somaiya Institute of Engineering and Information Technology, [KJSIEIT] Mumbai is a Private College, located in Mumbai, Maharashtra. KJ Somaiya Institute of Engineering and Information Technology, [KJSIEIT] Mumbai offers 2 courses at the Masters, Doctorate Levels such as MMS, PhD in multiple disciplines."
Smt. Radhikatai Pandav College of Engineering (SRPCE),"Nagpur, Maharashtra",Nagpur,Maharashtra,Private,N/A,N/A,3 Courses,MAH MBA/MMS CET,₹3.12 L,,"Smt. Radhikatai Pandav College of Engineering (SRPCE) is a Private College, located in Nagpur, Maharashtra. Smt. Radhikatai Pandav College of Engineering (SRPCE) offers 3 courses at the Masters, Bachelors Levels such as MCA, BTech, MBA in multiple disciplines."
"Priyadarshini Bhagwati Chaturvedi College of Engineering, [PBCCE] Nagpur","Nagpur, Maharashtra",Nagpur,Maharashtra,Private,4.3,N/A,3 Courses,None,-/-,,"Priyadarshini Bhagwati Chaturvedi College of Engineering, [PBCCE] Nagpur is a Private College, located in Nagpur, Maharashtra. Priyadarshini Bhagwati Chaturvedi College of Engineering, [PBCCE] Nagpur offers 3 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, MCA, MTech in multiple disciplines."
"College of Engineering, Osmanabad","Osmanabad, Maharashtra",Osmanabad,Maharashtra,Private,N/A,N/A,3 Courses,None,-/-,,"College of Engineering, Osmanabad is a Private College, located in Osmanabad, Maharashtra. College of Engineering, Osmanabad offers 3 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, MCA, ME in multiple disciplines."
"MIT College of Engineering, [MITCOE] Pune","Pune, Maharashtra",Pune,Maharashtra,Private,3.6,N/A,3 Courses,JEE Main,₹3.50 L-7.60 L,,"MIT College of Engineering, [MITCOE] Pune is a Private College, located in Pune, Maharashtra. MIT College of Engineering, [MITCOE] Pune offers 3 courses at the Masters, Bachelors Levels such as ME, BTech, MTech in multiple disciplines."
Sachdeva Institute of Technology Mathura,"Mathura, Uttar Pradesh",Mathura,Uttar Pradesh,Private,N/A,N/A,3 Courses,None,-/-,,"Sachdeva Institute of Technology Mathura is a Private College, located in Mathura, Uttar Pradesh. Sachdeva Institute of Technology Mathura offers 3 courses at the Bachelors, Masters Levels such as BTech, MBA, MTech in multiple disciplines."
"Sri Rammurty Smarak College of Engineering & Technology, [SRSCET] Bareilly","Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,Private,3.7,N/A,6 Courses,JEE Main,-/-,,"Sri Rammurty Smarak College of Engineering & Technology, [SRSCET] Bareilly is a Private College, located in Bareilly, Uttar Pradesh. Sri Rammurty Smarak College of Engineering & Technology, [SRSCET] Bareilly offers 6 courses at the Bachelors, Masters Levels such as B.Pharmacy, MCA, BTech, MBA, M.Pharm, MTech in multiple disciplines."
Khandelwal College of Management Science and Technology (KCMT),"Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,Private,3.8,N/A,12 Courses,None,₹16 K-2.19 L,,"Khandelwal College of Management Science and Technology (KCMT) is a Private College, located in Bareilly, Uttar Pradesh. Khandelwal College of Management Science and Technology (KCMT) offers 12 courses at the Bachelors, Masters, Postgraduate Diploma Levels such as B.Arch, BBA, BCA, MCA, M.Ed, BCom, B.Ed, BSc, MBA, M.Com, MSc, PGD in multiple disciplines."
Jagran Institute of Management,"Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,Private,N/A,N/A,1 Courses,None,₹1.75 L,,"Jagran Institute of Management is a Private College, located in Kanpur, Uttar Pradesh. Jagran Institute of Management offers 1 courses at the Masters Levels such as MCA in multiple disciplines."
"Bhartiya Shiksha Parishad, [BSP] Lucknow","Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,Public,N/A,N/A,13 Courses,None,-/-,,"Bhartiya Shiksha Parishad, [BSP] Lucknow is a Public College, located in Lucknow, Uttar Pradesh. Bhartiya Shiksha Parishad, [BSP] Lucknow offers 13 courses at the Bachelors, Masters Levels such as BCA, BHM, BPT, MCA, M.Ed, B.Ed, BSc, BTech, MBA, MSc, MTech, Bachelor of Occupational Therapy [BOT], BNYS in multiple disciplines."
"ANA College of Engineering & Management, [ANA] Bareilly","Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,Private,N/A,N/A,5 Courses,JEE Main,-/-,,"ANA College of Engineering & Management, [ANA] Bareilly is a Private College, located in Bareilly, Uttar Pradesh. ANA College of Engineering & Management, [ANA] Bareilly offers 5 courses at the Bachelors, Masters, Postgraduate Diploma Levels such as BCA, BTech, MBA, MTech, PGD in multiple disciplines."
"Bansal Institute of Engineering and Technology, [BIET] Lucknow","Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,Private,2.2,N/A,1 Courses,JEE Main,-/-,,"Bansal Institute of Engineering and Technology, [BIET] Lucknow is a Private College, located in Lucknow, Uttar Pradesh. Bansal Institute of Engineering and Technology, [BIET] Lucknow offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
Dev Bhoomi Group of Institutions (DBGI Saharanpur),"Saharanpur, Uttar Pradesh",Saharanpur,Uttar Pradesh,Private,3.5,N/A,4 Courses,CAT,-/-,,"Dev Bhoomi Group of Institutions (DBGI Saharanpur) is a Private College, located in Saharanpur, Uttar Pradesh. Dev Bhoomi Group of Institutions (DBGI Saharanpur) offers 4 courses at the Bachelors, Masters Levels such as BCA, MCA, BTech, MBA in multiple disciplines."
Goel Group of Institutions,"Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,Private,N/A,N/A,8 Courses,None,₹60 K-3.14 L,,"Goel Group of Institutions is a Private College, located in Lucknow, Uttar Pradesh. Goel Group of Institutions offers 8 courses at the Bachelors, Masters Levels such as BBA, BCA, B.Pharmacy, BCom, BTech, MBA, M.Pharm, MTech in multiple disciplines."
"Devprayag Institute of Technical Studies, [DITS] Allahabad","Allahabad, Uttar Pradesh",Allahabad,Uttar Pradesh,Private,4,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/devprayag-institute-of-technical-studies-dits-allahabad.jpg,"Devprayag Institute of Technical Studies, [DITS] Allahabad is a Private College, located in Allahabad, Uttar Pradesh. Devprayag Institute of Technical Studies, [DITS] Allahabad offers 2 courses at the Bachelors, Masters Levels such as BTech, MBA in multiple disciplines."
LDC Institute of Technical Studies,"Allahabad, Uttar Pradesh",Allahabad,Uttar Pradesh,Private,3,N/A,3 Courses,None,₹1.30 L-3.12 L,https://media.getmyuni.com/azure/college-image/small/ldc-institute-of-technical-studies-ldcits-allahabad.jpg,"LDC Institute of Technical Studies is a Private College, located in Allahabad, Uttar Pradesh. LDC Institute of Technical Studies offers 3 courses at the Masters, Bachelors Levels such as MCA, BTech, MBA in multiple disciplines."
PKIET,"Karaikal, Puducherry",Karaikal,Puducherry,Private,2.5,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/perunthalaivar-kamarajar-institute-of-engineering-and-technology-pondicherry.jpg,"PKIET is a Private College, located in Karaikal, Puducherry. PKIET offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
Achariya College of Engineering Technology,"Puducherry, Puducherry",Puducherry,Puducherry,Private,3.8,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/achariya-college-of-engineering-technology-pondicherry.jpg,"Achariya College of Engineering Technology is a Private College, located in Puducherry. Achariya College of Engineering Technology offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
"Delhi College of Technology and Management, [DCTM] Palwal","Palwal, Haryana",Palwal,Haryana,Private,3.7,N/A,4 Courses,JEE Main,₹3.84 L,https://media.getmyuni.com/azure/college-image/small/delhi-college-of-technology-and-management-dctm-palwal.jpg,"Delhi College of Technology and Management, [DCTM] Palwal is a Private College, located in Palwal, Haryana. Delhi College of Technology and Management, [DCTM] Palwal offers 4 courses at the Bachelors, Masters Levels such as BBA, BTech, MBA, MTech in multiple disciplines."
Haryana College of Technology and Management (HCTM),"Kaithal, Haryana",Kaithal,Haryana,Private,2.5,N/A,5 Courses,JEE Main,-/-,https://media.getmyuni.com/azure/college-image/small/haryana-college-of-technology-and-management-hctm-kaithal.jpg,"Haryana College of Technology and Management (HCTM) is a Private College, located in Kaithal, Haryana. Haryana College of Technology and Management (HCTM) offers 5 courses at the Bachelors, Masters Levels such as BCA, MCA, BTech, MBA, MTech in multiple disciplines."
"Sat Kabir Institute of Technology and Management, [SKITM] Jhajjar","Bahadurgarh, Haryana",Bahadurgarh,Haryana,Private,N/A,N/A,2 Courses,JEE Main,-/-,,"Sat Kabir Institute of Technology and Management, [SKITM] Jhajjar is a Private College, located in Bahadurgarh, Haryana. Sat Kabir Institute of Technology and Management, [SKITM] Jhajjar offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
AKIDO College of Engineering,"Bahadurgarh, Haryana",Bahadurgarh,Haryana,Private,2.8,N/A,1 Courses,JEE Main,-/-,,"AKIDO College of Engineering is a Private College, located in Bahadurgarh, Haryana. AKIDO College of Engineering offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
"Suraj College of Engineering and Technology, [SCET] Mahendragarh","Mahendragarh, Haryana",Mahendragarh,Haryana,Private,2.5,N/A,2 Courses,JEE Main,-/-,,"Suraj College of Engineering and Technology, [SCET] Mahendragarh is a Private College, located in Mahendragarh, Haryana. Suraj College of Engineering and Technology, [SCET] Mahendragarh offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
"BITS Engineering College, [BITS] Bhiwani","Bhiwani, Haryana",Bhiwani,Haryana,Private,N/A,N/A,3 Courses,LEET,-/-,,"BITS Engineering College, [BITS] Bhiwani is a Private College, located in Bhiwani, Haryana. BITS Engineering College, [BITS] Bhiwani offers 3 courses at the Bachelors, Masters Levels such as BTech, MBA, MTech in multiple disciplines."
Oriental College of Management (OCM Bhopal),"Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,,N/A,N/A,1 Courses,CMAT,₹1.50 L,,"Oriental College of Management (OCM Bhopal) is a , located in Bhopal, Madhya Pradesh. Oriental College of Management (OCM Bhopal) offers 1 courses at the Masters Levels such as MBA in multiple disciplines."
Babulal Tarabai Institute of Research and Technology (BTIRT),"Sagar, Madhya Pradesh",Sagar,Madhya Pradesh,Private,2.5,N/A,4 Courses,None,-/-,,"Babulal Tarabai Institute of Research and Technology (BTIRT) is a Private College, located in Sagar, Madhya Pradesh. Babulal Tarabai Institute of Research and Technology (BTIRT) offers 4 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, BTech, MBA, MTech in multiple disciplines."
